1086,譚仔三哥米線,譚仔三哥米線,1006,香港柴灣盛泰道100號杏花新城地下G56號舖,"SHOP G56, G/F., PARADISE MALL, 100 SHING TAI ROAD, CHAI WAN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1087,阿一豬扒酸辣米線,HKA1,1006,香港柴灣小西灣道18號 富景花園商場地下47號舖,"SHOP NO. 47, G/F, FULLVIEW GARDEN COMMERCIAL CENTRE, NO. 18 SIU SAI WAN ROAD, CHAI WAN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1088,食得棧,食得棧,1006,香港柴灣華廈街2號環翠邨環翠商場地下G06號舖,"SHOP NO. G06, G/F., WAN TSUI SHOPPING CENTRE, WAN TSUI ESTATE, 2 WAH HA STREET, CHAI WAN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1089,鴻記海鮮飯店,鴻記海鮮飯店,1006,香港柴灣 漁灣邨漁安樓 地下6至7號鋪,"6 & 7, G/F, YU ON HOUSE, YU WAN EST, CHAI WAN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1090,同芯冰室,Date Cafe,1008,香港跑馬地成和道59號地下,"G/F, 59 SING WOO ROAD, HAPPY VALLEY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1091,四季海南雞‧叻沙專門店,四季海南雞‧叻沙專門店,1008,香港灣仔跑馬地成和道29號地下,"G/F, 29 SING WOO ROAD, HAPPY VALLEY, WAN CHAI, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1092,牛奶冰室,牛奶冰室,1008,香港跑馬地山村道1-1F號 怡豐大廈LG樓1-4號舖,"SHOP NO. 1-4, LG/F, YEE FUNG BUILDING, 1-1F VILLAGE ROAD, HAPPY VALLEY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1093,祥興咖啡室,祥興咖啡室,1008,香港跑馬地奕蔭街9-11號地下,"G/F, 9-11 YIK YAM ST., HAPPY VALLEY, WAN CHAI, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1094,競,KEIBA,1008,香港跑馬地快活谷馬場會員看台第3座2樓A部份,"PORTION A OF 2/F., M3 BUILDING, HAPPY VALLEY RACECOURSE, HAPPY VALLEY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1095,雅谷餐廳,Amigo,1008,香港跑馬地黃泥涌道79A-79B號地下及一樓,"G/F & 1/F, 79A-79B WONG NAI CHUNG ROAD, HAPPY VALLEY, WAN CHAI, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1096,麥兆記(祖傳)廣州雲吞麵,麥兆記(祖傳)廣州雲吞麵,1008,香港跑馬地景光街32號地下及閣樓(部份),"G/F & COCKLOFT (PORTION), NO. 32 KING KWONG STREET, HAPPY VALLEY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1097,一粥麵,Super Super,1009,香港柴灣杏花邨杏花新城地下G38舖,"SHOP UNIT G38, G/F., PARADISE MALL, HENG FA CHUEN, CHAI WAN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1098,元氣壽司,GENKI SUSHI,1009,香港杏花邨 杏花新城地下G51-52號舖,"SHOP UNITS G51-52, G/F., PARADISE MALL, HENG FA CHUEN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1099,八方雲集,八方雲集,1009,香港柴灣杏花邨杏花新城地下G39A號鋪,"SHOP UNIT G39A, G/F., PARADISE MALL, HENG FA CHUEN, CHAI WAN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1100,別府駅前拉麵,別府駅前拉麵,1009,香港杏花邨 盛泰道100號 杏花新城G49號鋪,"SHOP G49, G/F, PARADISE MALL, HENG FA CHUEN, CHAI WAN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1101,太興,TAI HING,1009,香港柴灣盛泰道100號杏花邨杏花新城地下G37號鋪,"SHOP G37, G/F., PARADISE MALL,100 SHING TAI ROAD, HENG FA CHUEN, CHAI WAN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1102,必勝客,PIZZA HUT,1009,香港杏花邨盛泰道100號杏花新城地下G50號舖,"SHOP UNIT G50, G/F., PARADISE MALL, 100 SHING TAI ROAD, HENG FA CHUEN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1103,新沙洞,Shinsa Dong,1009,香港杏花邨杏花新城G43B號鋪,"SHOP UNIT G43B, PARADISE MALL, HENG FA CHUEN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1104,日牛 - 杏花新城店,Nichigyu -  Paradise Mall Shop,1009,香港柴灣盛泰道100號杏花邨杏花新城2樓209號舖,"SHOP UNIT 209, 2/F., PARADISE MALL, HENG FA CHUEN, 100 SHING TAI ROAD, CHAI WAN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1105,梅光軒,梅光軒,1009,香港柴灣杏花邨 杏花新城地下G39B舖,"SHOP G39B, G/F., PARADISE MALL, HENG FA CHUEN, CHAI WAN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
